date,startup,vertical,subvertical,city,investors,round,amount
2018-10-06,ayefinance,Finance,Online Lending Platform,Gurugram,"capitalg, saif partners and lgt impact ventures",Private Equity,197.8
2018-11-06,theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,mumbai angels network,Seed/ Angel Funding,0.0
2018-12-06,alpha capital,Finance,Supplychain Finance,Mumbai,alpha capital,Private Equity,136.16
2018-12-06,eshakti,E-Commerce,Fashion e-tailer,Chennai,paragon partners,Private Equity,92.92
2018-12-06,daily ninja,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,saama capital and sequoia capital,Seed/ Angel Funding,27.6
2018-06-13,nirogstreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"spiral ventures, subho ray and samir kumar",Seed/ Angel Funding,2.76
2018-06-13,nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"letsventure, rajan anandan, basab pradhan, vivek khare and bijoy george",Seed/ Angel Funding,4.14
2018-06-13,what's up life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,rannvijay singha,Seed/ Angel Funding,0.0
2018-06-14,homelane,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,brand capital,Seed/ Angel Funding,31.74
2018-06-14,network intelligence,Technology,Cybersecurity Specialist,Mumbai,helix investments,Private Equity,44.16
2018-06-18,tynor othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,lighthouse funds & thuasne participations,Private Equity,193.2
2018-06-18,elucidata,IT,Data Analytics (SaaS),Delhi & Cambridge,hyperplane venture capital and several angel investors,Seed/ Angel Funding,15.64
2018-06-19,chrysalis,Ed-Tech,Education Services Provider,Pune,menterra venture & artha initiatives,Seed/ Angel Funding,0.0
2018-06-19,rentsher,Consumer Internet,Online Rental Marketplace,Bengaluru,"shorooq investments, letsventure & others",Seed/ Angel Funding,10.12
2018-06-20,drip capital,Finance,Trade Finance Firm,Mumbai,"accel partners, sequoia india, y combinator and others.",Private Equity,138.0
2018-06-22,wickedride,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"sequoia capital, accel partners & raghunandan gangappa",Private Equity,83.72
2018-06-25,policybazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,softbank vision fund & info edge (india) ltd,Private Equity,1840.0
2018-06-25,hipbar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,diageo india,Private Equity,36.8
2018-06-25,sqqrl,Finance,App-based investment platform,Gurugram,equanimity venture fund,Seed/ Angel Funding,9.2
2018-06-26,paytm,Technology,Digital Payment Platform,Noida,one 97 communications,Private Equity,82.34
2018-06-26,sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bengaluru,"accel partners, idg venture, endiya partners, pi ventures, vh capital, axilor ventures and binny bansal",Private Equity,174.8
2018-06-27,wow express,Technology,E-commerce Logistics Platform,Mumbai,undisclosed existing investors as well as the tamarind family trust,Private Equity,41.4
2018-06-28,front desk ai,Technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,speciale invest & others,Seed/ Angel Funding,10.12
2018-06-28,edureka,Ed-Tech,Online Education Platform,Bengaluru,leo capital,Seed/ Angel Funding,18.4
2018-06-29,numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,shiva gunapu & others,Seed/ Angel Funding,0.0
2018-02-05,opentap,Finance,Online Lending Platform,Chennai,unknown high net-worth individuals,Seed / Angel Funding,4.14
2018-02-05,bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"b capital, international finance corporation (ifc), accel partners and idg ventures",Private Equity,202.4
2018-03-05,disprz,IT,SaaS,Chennai,"il&fs private equity, kae capital & others",Seed / Angel Funding,23.0
2018-07-05,paisadukan,Consumer Internet,P2P Lending Platform,Mumbai,undisclosed,Seed / Angel Funding,2.07
2018-09-05,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"unitus ventures, behram vakil and jerxis vandrevala",Seed / Angel Funding,9.2
2018-11-05,earth food,Consumer Internet,Agri-tech,Pune,rairah corporation,Seed / Angel Funding,8.7308
2018-05-14,nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"sunil munjal, harsh mariwala, dalip pathak and others",Private Equity,220.8
2018-05-16,mfine,Healthcare,Doctor-Consultation App,Bengaluru,"prime venture partners, stellaris venture partners and mayur abhaya srisrimal",Private Equity,38.64
2018-05-21,rocketium,Technology,Online Video Creation Platform,Bengaluru,blume ventures,Seed/ Angel Funding,2.76
2018-05-21,milkbasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"kalaari capital, unilever ventures and blume ventures",Private Equity,64.4
2018-05-22,vola,Finance,Micro Lending Platform,Bengaluru,credika and unnamed angel investors,Seed/ Angel Funding,4.6
2018-05-22,cashkumar,Consumer Internet,P2P Lending Platform,Bengaluru,letsventure,Seed/ Angel Funding,6.762
2018-05-23,edyoo,E-Commerce,Products For Shoolgoing Children,Bengaluru,rs shanbag,Seed/ Angel Funding,6.762
2018-05-23,aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"insistor, oikocredit",Seed/ Angel Funding,18.4
2018-05-24,smartivity,Ed-tech,Designer Of Toys and Learning Projects For Kids,New Delhi,"ashish kacholi, s chand group",Seed/ Angel Funding,18.4
2018-05-24,bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,New Delhi,atul gupta and saurabh rastogi,Seed/ Angel Funding,2.6956
2018-05-27,acko,Consumer Internet,Online Insurance Platform,Mumbai,"amazon, ashish dhawan, catamaran ventures, nr narayana murthy.",Seed/ Angel Funding,110.4
2018-05-28,hwell24,Healthcare,Home Healthcare Aggregator,Mumbai,"prashant mehta, mitali pawar, nikhil g and bhavesh p, r ranganathan, oncotrust and medintel services pvt. ltd",Seed/ Angel Funding,1.84
2018-05-29,toffee,Consumer Internet,Online Insurance Platform,Gurugram,"kalaari capital, omidyar network and accion venture labs",Seed/ Angel Funding,13.8
2018-05-29,tonetag,Technology,Mobile Payments Technology Platform,Bengaluru,amazon inc. and mastercard,Private Equity,73.6
2018-05-30,events high,Consumer Internet,Events and Activities Discovery Platform,Bengaluru,treebo,Private Equity,0.0
2018-05-30,stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"indusage partners, bill & melinda gates foundation, qualcomm venture, abb technology ventures, omnivore, blume ventures, venture highway and beenext",Private Equity,128.8
2018-05-31,credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"accion venture lab, yournest venture capital and other angel investors",Seed/ Angel Funding,11.96
2018-02-04,fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"exfinity venture, saha fund partners, arihant patni of patni family office, anjali bansal, shardul amarchand mangaldas, satish khanna and taparia family office.",Private Equity,18.4
2018-02-04,synctag,Technology,Social Media Anlaytics Platform,Coimbatore,subhkam ventures and mohit khadaria,Seed / Angel Funding,2.82992
2018-02-04,benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"vishal bali, yogesh misra, thomas assessments and others",Seed / Angel Funding,0.0
2018-02-04,finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,undisclosed,Seed / Angel Funding,11.96
2018-04-04,varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"chryscapital, existing investors, elevar equity, lgt impact, omidyar network and kaizen private equity also participated in the round",Private Equity,506.0
2018-05-04,indigolearn,Ed-Tech,Online Education Platform,Hyderabad,"maheshwar peri, founder and chairman of career information portal careers360, and jamshed jeejeebhoy, director at byramjee jeejeebhoy pvt. ltd were among the angels",Seed / Angel Funding,1.38
2018-05-04,vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bengaluru,"accel partners, tiger global and others",Private Equity,92.0
2018-09-04,kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,omidyar network. blume ventures and professor shlomo ben-haim,Seed / Angel Funding,25.76
2018-09-04,pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,fireside ventures,Seed / Angel Funding,9.2
2018-09-04,elemential,Technology,Blockchain Platform,Mumbai,"matrix partner, amrish rau, investopad, digital currency group, hinduja group, lightspeed india, eight innovate, amit ranjan, prashant malik and others",Seed / Angel Funding,0.0
2018-09-04,kriger campus,Ed-Tech,Mobile-Based Education Network,New Delhi,undisclosed,Seed / Angel Funding,0.424488
2018-10-04,loanzen,Finance,Digital Lending Platform In Logistics,Bengaluru,kae capital management,Seed / Angel Funding,0.0
2018-10-04,traveltriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"fundamentum, saif partners, bessemer venture partners, rb investments & others",Private Equity,110.4
2018-12-04,letsmd,Healthcare,Platform To Discover Healthcare Financing Options,New Delhi,"sri capital, waterbridge ventures and thinkuvate",Seed / Angel Funding,9.2
2018-12-04,ayefinance,Finance,Online Lending Platform,Gurugram,"blueorchard finance ltd, hinduja leyland finance and intellegrow",Debt Funding,42.32
2018-04-13,mintifi,Finance,Online Lending Platform,Mumbai,lok capital,Seed / Angel Funding,18.4
2018-04-16,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,New Delhi,mr. manoj prasad,Seed / Angel Funding,4.6
2018-04-16,pregbuddy,Healthcare,Connected Care App For Pregnant Women,Bengaluru,"rajan anandan, madhusudhan kannan, jayant kadambi, puneet gupta and pradeep k jaisingh",Seed / Angel Funding,0.0
2018-04-18,coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,"international finance corporation, transamerica and others.",Private Equity,202.4
2018-04-19,lenskart,Consumer Internet,Online Eyewear Retailer,Faridabad,tr capital,Private Equity,0.0
2018-04-19,mamaearth,Healthcare,Online Baby care Products,Gurugram,shilpa shetty kundra,Private Equity,0.0
2018-04-19,fyle technologies,Technology,AI Based Expense Management Platform,Bengaluru,pravega ventures and beenext,Seed / Angel Funding,10.12
2018-04-19,true balance,Technology,Mobile Balance Checking App,Gurugram,"line ventures corporation, line corp, naver, shinhan bank and ts investment",Private Equity,211.6
2018-04-22,visit,Healthcare,AI Driven Health tech Platform,New Delhi,"biz stone, kunal bahl, rohit bansal, alagu periyannan and karthee madasamy",Private Equity,0.0
2018-04-22,doxper,Healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,vidal healthcare,Seed / Angel Funding,17.48
2018-04-22,nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"sunil munjal, harsh mariwala, dalip pathak and others",Private Equity,101.2
2018-04-23,mihuru,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,undisclosed,Seed / Angel Funding,1.38
2018-04-23,capital float,Finance,Online Lending Platform,Bengaluru,amazon,Private Equity,202.4
2018-04-25,trip shelf,Consumer Internet,Online Travel Marketplace,New Delhi,"gems advisory, alok mittal and sachin bhatia",Seed / Angel Funding,2.2632
2018-04-26,popxo,Technology,Women Focussed Digital Media Platform,New Delhi,"neoplux, oppo, idg ventures india, kalaari capital, gree ventures and summit media",Private Equity,50.6
2018-04-26,railyatri,Consumer Internet,Online Travel Ticketing Platform,Noida,"omidyar network, nandan nilekani, blume ventures, helion venture partners",Private Equity,0.0
2018-04-27,1mg,Consumer Internet,Online Pharmacy Store,Gurugram,"sequoia capital, maverick capital ltd and hbm healthcare investments ltd",Private Equity,92.0
2018-04-29,rubique,Consumer Internet,Online Lending MarketPlace,Mumbai,"emery capital, blacksoil and kalaari capital",Private Equity,0.0
2018-04-30,samco,Consumer Internet,Online Stock Broker,Mumbai,bay capital investments and others,Private Equity,69.0
2018-04-30,myloancare,Finance,B2C Online Loans Marketplace,Gurugram,sar group,Seed / Angel Funding,8.9976
2018-01-03,pharmeasy,Consumer Internet,Online Pharmacy Store,Mumbai,"bessemer venture partners and orios venture partners, jm financials and memg",Private Equity,0.0
2018-01-03,buddy4studdy,Consumer Internet,Online Scholarship Portal,Noida,cba capital and others,Private Equity,27.6
2018-01-03,urban ladder,E-Commerce,Online Furniture Store,Bengaluru,"sequoia capital, saif partners and kalaari capital",Private Equity,110.4
2018-03-03,kuvera,Consumer Internet,Online Financial Planning,Bengaluru,"baskar subramanian, saket kumar, gaurav suri and ankit kesarwani",Seed / Angel Funding,2.3
2018-04-03,gramophone,Technology,Agri-tech,Indore,infoedge,Seed/Angel Funding,9.2
2018-05-03,wellthy,Healthcare,Therapeutics,Mumbai,"ranjan pai, apoorva patni, beenext ventures,growx ventures",Private Equity,19.32
2018-05-03,medgenome,Healthcare,"Genetic Screening, DNA Diagnostics Labs & Research Centers",Bengaluru,"hdfc life, hdfc asset management",Private Equity,92.0
2018-05-03,finova capital,Consumer Internet,Online Lending,Jaipur,sequoia capital,Private Equity,55.2
2018-05-03,hotelogix,Technology,Cloud based Online Hotel Management Software,Noida,"vertex ventures, accel partners and saama capital",Private Equity,46.0
2018-04-03,livehealth,Consumer Internet,Health Service Aggregator Platform,Pune,nexus venture partners,Seed / Angel Funding,10.12
2018-06-03,ad2pro,Technology,"Creative Design, Brand, Media and Technology Platform Solutions",Chennai,avendus finance pvt. ltd,Debt Funding,89.24
2018-06-03,coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,aegon nv,Private Equity,69.92
2018-08-03,pepperfry,Consumer Internet,Online Furniture Shopping Store,Mumbai,state street global advisors,Private Equity,353.28
2018-08-03,magicpin,Consumer Internet,Hyperlocal Discovery,Gurugram,trifecta capital,Debt Funding,9.2
2018-12-03,healthcare,Consumer Internet,Healthcare Aggregator,Mumbai,hr fund,Seed / Angel Funding,9.2
2018-03-13,pinelabs,Technology,Digital Payment Platform,Mumbai,"actis, altimeter capital",Private Equity,754.4
2018-03-14,stumagz,Consumer Internet,Online Communication and Collaboration Platform For Educational Institutions,Hyderabad,"venkat subramanian, sudhakar pennam, and other tech investors from silicon valley",Seed / Angel Funding,0.0
2018-03-14,availfinance,Consumer Internet,Online Lending Platform,Bengaluru,"matrix partners, bhavish aggarwal, ankit bhati, binny bansal, kunal shah and manish patel.",Private Equity,158.24
2018-03-15,grofers,Consumer Internet,Online Grocery Shop,Gurugram,"softbank, tiger global and apoletto managers.",Private Equity,570.4
2018-03-19,fingerlix,Consumer Internet,Ready To cook Food Solution,Mumbai,alteria capital,Debt Funding,12.052
2018-03-19,karma healthcare,Healthcare,Technology enabled equitable healthcare for India,Udaipur,"1crowd, ankur capital",Seed / Angel Funding,4.6
2018-03-19,zappfresh,Food & Beverages,Online Raw Meat E-tailer,Gurugram,"amit burman, sidbi venture capital",Seed / Angel Funding,27.6
2018-03-19,customersucessbox,Technology,Customer Success Software for B2B SaaS,Gurugram,"pi ventures, axilor ventures",Seed / Angel Funding,9.2
2018-03-21,gigindia,Consumer Internet,Micro Jobs Provider For Students,Pune,"jessica wong, hiro mashita, xue manzi and yiyun zhang.",Seed / Angel Funding,0.0
2018-03-22,chargebee,Technology,Subscription Billing & Recurring Payments Software,Chennai,"insight venture partners, accel partners and tiger global management.",Private Equity,165.6
2018-03-22,i2i funding,Consumer Internet,Online loan platform,Noida,sucseed venture partners,Seed / Angel Funding,7.0656
2018-03-22,slang labs,Technology,Voice-based assistant platform,Bengaluru,endiya partners,Seed / Angel Funding,11.408
2018-03-22,urbanpiper,Technology,Online ordering solution for restaurants and food chains,Bengaluru,"kumar vembu, axilor ventures",Seed / Angel Funding,0.0
2018-03-26,cash suvidha,Consumer Internet,Online loan platform,New Delhi,"initia holdings,vipin agarwal and others.",Seed / Angel Funding,9.2
2018-03-28,roadcast,Technology,Fleet management and asset monitoring platform,New Delhi,undisclosed,Private Equity,2.3
